case_id,argmax_foreground_mean_dice,rankseg_foreground_mean_dice,argmax_foreground_mean_iou,rankseg_foreground_mean_iou,delta_dice,delta_iou,cluster_id
patient054_frame12,0.8029526191386124,0.7859138891355286,0.6967519946496749,0.6798858951622443,-0.017038730003083757,-0.016866099487430564,patient054
patient055_frame01,0.9295997697923344,0.9290690784009263,0.8698090820603385,0.868944460449009,-0.0005306913914080447,-0.0008646216113294969,patient055
patient055_frame10,0.8949650130769268,0.8943020525957445,0.8170820843524869,0.8159344207375859,-0.0006629604811823064,-0.001147663614900929,patient055
patient056_frame01,0.9505160497414167,0.9497303558584594,0.907189595124788,0.9058188573411865,-0.0007856938829572391,-0.0013707377836015278,patient056
patient056_frame12,0.9389876411802969,0.9380614021751859,0.8854913126939397,0.8838890315249138,-0.0009262390051110181,-0.001602281169025832,patient056
patient057_frame01,0.9423187089750243,0.9422803263894209,0.8917388194589201,0.8916674717012553,-3.8382585603402575e-05,-7.134775766481916e-05,patient057
patient057_frame09,0.9377856755187599,0.9366556062455312,0.8829303134544185,0.8809388448135645,-0.0011300692732286732,-0.0019914686408539772,patient057
patient058_frame01,0.9521794224948149,0.9529886297612001,0.9095274492953592,0.910969569484108,0.0008092072663852257,0.0014421201887487856,patient058
patient058_frame14,0.9359265153741392,0.9356844757644655,0.8806258967243948,0.8802060762534579,-0.00024203960967372762,-0.00041982047093691577,patient058
patient059_frame01,0.9677669288686174,0.9679023977926374,0.9379160350435218,0.938173239815766,0.00013546892402005462,0.00025720477224411287,patient059
patient059_frame09,0.9455929145357295,0.9455653975003283,0.8972352725617595,0.897196326320813,-2.7517035401158907e-05,-3.8946240946469146e-05,patient059
patient060_frame01,0.9604796834900035,0.9313430910001373,0.9247915321845296,0.8746600554976758,-0.02913659248986611,-0.050131476686853804,patient060
patient060_frame14,0.9082362111463015,0.8794295088710365,0.8326634462026714,0.7882670216124072,-0.02880670227526494,-0.04439642459026416,patient060
patient061_frame01,0.9535300845812537,0.9536572090976874,0.9126272610134695,0.9128315691613086,0.0001271245164337076,0.00020430814783911622,patient061
patient061_frame10,0.9333010561584558,0.9336002795659203,0.8752469826132777,0.8757458700687731,0.0002992234074644662,0.0004988874554954226,patient061
patient062_frame01,0.9524824727758675,0.9528826208089148,0.9103843091218528,0.911112021366545,0.0004001480330473317,0.0007277122446922579,patient062
patient062_frame09,0.9283113990775472,0.9189031410210294,0.8665386202372874,0.8511308418757692,-0.009408258056517793,-0.015407778361518298,patient062
patient063_frame01,0.9264268137711822,0.9265509134822238,0.8649342326689315,0.8651354460170352,0.00012409971104165862,0.0002012133481036349,patient063
patient063_frame16,0.814686909400287,0.817180825647514,0.6923355616834138,0.696249914666136,0.002493916247227057,0.003914352982722136,patient063
patient064_frame01,0.957797239867836,0.9579436559654425,0.919539587515627,0.9198117107588081,0.00014641609760646102,0.00027212324318104386,patient064
patient064_frame12,0.9320995569873373,0.9323527832821737,0.8729189361770282,0.8733538111196126,0.00025322629483648385,0.00043487494258442894,patient064
patient065_frame01,0.9422583758780462,0.9429104370610965,0.8939150183501897,0.8949294889823788,0.0006520611830502787,0.0010144706321890684,patient065
patient065_frame14,0.9367550235401315,0.9371799562975651,0.8811355746120294,0.8818823039824758,0.0004249327574336048,0.0007467293704463973,patient065
patient066_frame01,0.9173358254582658,0.9185797256802607,0.8499745473293064,0.8519842472194403,0.0012439002219949424,0.002009699890133887,patient066
patient066_frame11,0.9312311846378579,0.9317396640333092,0.8715987255756236,0.8724731199498578,0.000508479395451289,0.0008743943742341997,patient066
patient067_frame01,0.9341204085697679,0.9347650259383474,0.8786845089133442,0.8797189787620198,0.0006446173685795697,0.001034469848675612,patient067
patient067_frame10,0.9423510018326905,0.9424871328255812,0.8911283654583558,0.8913630596341781,0.00013613099289067065,0.0002346941758222254,patient067
patient068_frame01,0.9497875973870982,0.9497159151641199,0.9065647263093046,0.9064297289352315,-7.168222297826432e-05,-0.00013499737407307588,patient068
patient068_frame12,0.9428795343446397,0.9431941523644275,0.892182880537289,0.8927413849889939,0.0003146180197878268,0.0005585044517049109,patient068
patient069_frame01,0.9557584927337958,0.9547850556158989,0.9163469872646233,0.9146047077538668,-0.0009734371178968804,-0.0017422795107564504,patient069
patient069_frame12,0.9424183706858601,0.9433514699235205,0.8913617393762471,0.8930097017432929,0.0009330992376603842,0.0016479623670457855,patient069
patient070_frame01,0.9451181743998401,0.9452116300265816,0.8972654470230267,0.8974197325889183,9.345562674145658e-05,0.0001542855658915876,patient070
patient070_frame10,0.9288865687460617,0.9281719228396796,0.867482109989265,0.866240379477877,-0.0007146459063820387,-0.001241730511387984,patient070
patient071_frame01,0.9510858802835166,0.9531238976309239,0.9081590731808974,0.9117312397292349,0.0020380173474072727,0.0035721665483374743,patient071
patient071_frame09,0.9541594974486681,0.9540651918900754,0.9125010220186818,0.9123329789010928,-9.430555859268885e-05,-0.0001680431175890007,patient071
patient072_frame01,0.9543690010483993,0.954682556898998,0.9137071427976319,0.9142994287682832,0.000313555850598668,0.0005922859706513073,patient072
patient072_frame11,0.9421432485116138,0.9423978436213325,0.8906233655188537,0.8910777281521812,0.0002545951097187027,0.000454362633327543,patient072
patient073_frame01,0.9416515189698528,0.9422342197753756,0.8909721963386003,0.8920150776367178,0.0005827008055228067,0.0010428812981175817,patient073
patient073_frame10,0.89797943628705,0.8979816285108089,0.8166657205023312,0.8164962578142837,2.1922237588567484e-06,-0.00016946268804751696,patient073
patient074_frame01,0.9731893906325442,0.9733256790272303,0.9480242653017963,0.9482778244287581,0.00013628839468615705,0.00025355912696178873,patient074
patient074_frame12,0.9593396320077296,0.9593769727251665,0.922041486625717,0.9221087186214071,3.7340717436884496e-05,6.723199569003135e-05,patient074
patient075_frame01,0.9503594686912034,0.9501428821502037,0.9068005095641403,0.9064343868253114,-0.00021658654099965258,-0.0003661227388288557,patient075
patient075_frame06,0.9240760565123791,0.9244665668028357,0.8604736245212267,0.8611232087459949,0.0003905102904565583,0.0006495842247682404,patient075
patient076_frame01,0.9733335695045887,0.9734051359204475,0.9482833444296106,0.948416482384717,7.156641585881474e-05,0.00013313795510638826,patient076
patient076_frame12,0.9575859071137623,0.957686922441228,0.9187291697964031,0.9189154430723567,0.00010101532746564779,0.00018627327595366339,patient076
patient077_frame01,0.9612231748934909,0.9639256395698822,0.9258549705163835,0.9308255179284428,0.0027024646763913474,0.004970547412059267,patient077
patient077_frame09,0.9011121225304551,0.8892197298117767,0.8201331721721105,0.8014168717064934,-0.01189239271867848,-0.01871630046561701,patient077
patient078_frame01,0.9714902931911079,0.9717173130722466,0.9448559174925849,0.9452701697441528,0.00022701988113871252,0.0004142522515678815,patient078
patient078_frame09,0.9489598743140357,0.949095112464381,0.9029977554840961,0.9032596058738839,0.00013523815034532927,0.00026185038978776554,patient078
patient079_frame01,0.9644704383366944,0.9650411267704265,0.9317135712773261,0.932730281615691,0.0005706884337320917,0.0010167103383649234,patient079
patient079_frame11,0.9432427147316788,0.9433298240080203,0.8928597881800826,0.8930406740662468,8.710927634159038e-05,0.00018088588616416157,patient079
patient080_frame01,0.9588652786761808,0.9604761220936188,0.9222828260054953,0.9251110814110947,0.0016108434174380015,0.002828255405599389,patient080
patient080_frame10,0.9626457998804611,0.9622829721021232,0.928062690811799,0.9273930624662237,-0.00036282777833784863,-0.0006696283455753793,patient080
patient081_frame01,0.9296119120761949,0.9337609207651539,0.871383925879924,0.8784464897766918,0.004149008688959066,0.007062563896767848,patient081
patient081_frame07,0.9120694507026642,0.9127637266808697,0.8403759096586644,0.841296268636663,0.000694275978205483,0.000920358977998581,patient081
patient082_frame01,0.9560028694859545,0.9563737513703169,0.9167867568699233,0.9174639004831544,0.0003708818843624062,0.0006771436132311237,patient082
patient082_frame07,0.9305075871790094,0.930548595846728,0.8707267294950728,0.8707797045935375,4.100866771861167e-05,5.2975098464691506e-05,patient082
patient083_frame01,0.9022172276510197,0.9022577083764158,0.8249925423303525,0.8250757392660019,4.048072539608594e-05,8.31969356493989e-05,patient083
patient083_frame08,0.9029995042205567,0.9059358409465408,0.8232742514253601,0.8281629947070096,0.0029363367259840345,0.004888743281649455,patient083
patient084_frame01,0.8908894429969201,0.9081434623336478,0.807135265680444,0.8349762726137043,0.017254019336727766,0.027841006933260304,patient084
patient084_frame10,0.8702831739970579,0.8885463572433983,0.7705971819736016,0.8002653201202957,0.018263183246340353,0.029668138146694112,patient084
patient085_frame01,0.9319660750536621,0.9326631219096092,0.874834054433982,0.8759268802344643,0.0006970468559470699,0.001092825800482311,patient085
patient085_frame09,0.9252417612315322,0.9262128701558597,0.8610656497444015,0.862745594276857,0.0009711089243275017,0.0016799445324555684,patient085
patient086_frame01,0.9320087707212537,0.9296283084233229,0.8755369261446018,0.8715010513640337,-0.0023804622979307632,-0.004035874780568105,patient086
patient086_frame08,0.9055025844588335,0.9051788701534152,0.8302868695650036,0.8294251453092937,-0.0003237143054182212,-0.0008617242557099614,patient086
patient087_frame01,0.9441622705442178,0.9447377111073658,0.896197425980377,0.897189115162233,0.0005754405631480664,0.0009916891818559925,patient087
patient087_frame10,0.9113712092000092,0.9117913549030933,0.8390623560690728,0.8397739212055656,0.00042014570308401833,0.0007115651364928421,patient087
patient088_frame01,0.923314272132,0.9244636782443957,0.8606511778552505,0.8623631548546661,0.0011494061123956678,0.0017119769994156098,patient088
